Altitude,Cumulative Distance,Cumulative Flight Time,Date,Distance,ES,Flight Duration (hr),Flight Time,Gender,Glider,GliderClass,Height Difference,Height Gain,Height Over Start,IGC File name,Id,Landing Time,Launch Time,Made Goal,Max Height,Max Vario,Min Vario,Pilot,SS,Score,Start Height,Start Time (UTC),Task,Task Type,Time,Timed Distance,km/h,cumulative_score,Avg Speed (km/hr),Speed on course (km/hr)
,482.69,17.553100000000004,12.08.2022,7.0,,,00:12:19,,NKN,C,0,618,532,Tom McCormick 2022-08-12_17_58_20.igc,45.0,18:10:51,12:58:32,False,612,5.6,-3.2,Thomas Mccormick,,34.0,80,17:58:32,6,Downwind,0,2.0,,2260.0,0,0.0
,541.3,17.720900000000004,13.08.2022,58.61,15:18:33,,00:10:04,,NKN,C,-1,4370,1929,Thomas McCormick 2022-08-13_18_34_18.igc,45.0,18:44:35,13:34:31,True,2008,3.6,-3.8,Thomas Mccormick,14:03:04,362.0,79,18:34:31,7,Downwind,1.2581,53.61,45.4,2622.0,0,42.61187504967808
,162.43,4.78,07.08.2022,162.43,,4.78,04:46:48,M,Default,C,-147,12391,2014,David Prentice 2022-08-07-XCM-I1S-01.igc,35.0,23:03:36,13:16:48,False,2112,5.8,-4.4,David Prentice,13:40:00,510.0,98,18:16:48,1,Downwind,4.3933333333333335,157.43,,510.0,33.98117154811715,35.83383915022762
,339.15,10.6633,08.08.2022,176.72,18:09:47,5.8833,05:53:00,,Default,C,-251,16526,2786,David Prentice 2022-08-08-XCM-I1S-02.igc,35.0,23:38:23,12:45:23,True,2869,5.4,-5.0,David Prentice,13:10:51,835.0,83,17:45:23,2,Downwind,4.9822,171.72,35.1,1345.0,30.037563952203694,34.46670145718759
,427.59,14.3614,09.08.2022,88.44,,3.6981,03:41:53,,Default,C,-39,10288,2336,David Prentice 2022-08-09-XCM-I1S-04.igc,35.0,23:09:17,14:27:24,False,2415,5.0,-4.2,David Prentice,14:46:00,572.0,79,19:27:24,3,Rectangle,3.3880555555555554,83.44,,1917.0,23.914983369838563,24.627695334918425
1208.0,444.79999999999995,15.9881,10.08.2022,17.21,,1.6267,01:37:36,,Default,C,-54,5328,1881,David Prentice 2022-08-10-XCM-I1S-01.igc,35.0,19:55:25,13:17:49,False,1969,5.6,-4.6,David Prentice,12:00:00,152.0,88,18:17:49,4,Out-and-Back(stopped),2.923611111111111,12.21,,2069.0,10.579701235630418,4.176342042755345
,487.12999999999994,17.9934,11.08.2022,42.33,,2.0053,02:00:19,,Default,C,-51,5735,1706,David Prentice 2022-08-11-XCM-I1S-01.igc,35.0,19:51:41,12:51:22,False,1791,4.8,-5.0,David Prentice,13:11:38,307.0,85,17:51:22,5,Triangle,1.6675,37.33,,2376.0,21.10906098838079,22.38680659670165
,574.27,20.546200000000002,12.08.2022,87.14,14:40:43,2.5528,02:33:10,,Default,C,-96,6627,1790,David Prentice 2022-08-12-XCM-I1S-01.igc,35.0,19:50:10,12:17:00,True,1867,6.0,-10.2,David Prentice,12:35:38,736.0,77,17:17:00,6,Downwind,2.0847,82.14,40.8,3112.0,34.13506737699781,39.401352712620515
,633.4399999999999,22.146200000000004,13.08.2022,59.17,15:06:57,1.6,01:36:00,,Default,C,-92,4543,1689,David Prentice 2022-08-13-XCM-I1S-01.igc,35.0,20:16:12,13:40:12,True,1774,6.0,-4.2,David Prentice,13:50:20,514.0,85,18:40:12,7,Downwind,1.2769,54.17,44.8,3626.0,36.981249999999996,42.42305583835853
,120.13,3.6164,07.08.2022,120.13,,3.6164,03:36:59,M,,C,-162,8947,1872,Ben Parker 2022-08-07_12.19_Unknown.igc,13.0,20:56:18,12:19:19,False,1959,5.0,-5.5,Ben Parker,12:40:29,377.0,87,17:19:19,1,Downwind,3.263611111111111,115.13,,377.0,33.2181174648822,35.27687462762788
,252.25,8.9158,08.08.2022,132.12,,5.2994,05:17:58,,,C,-225,13045,2305,Ben Parker 2022-08-08_13.25_Unknown.igc,13.0,23:42:54,13:24:56,False,2387,5.8,-5.1,Ben Parker,13:51:07,425.0,82,18:24:56,2,Downwind,4.8630555555555555,127.12,,802.0,24.931124278220175,26.139944022391045
,312.18,12.515500000000001,09.08.2022,59.93,,3.5997,03:35:59,,,C,-104,9339,1948,Ben Parker 2022-08-09_12.16_Unknown.igc,13.0,20:52:20,12:16:21,False,2029,4.4,-5.5,Ben Parker,12:55:22,387.0,81,17:16:21,3,Rectangle,2.9494444444444445,54.93,,1189.0,16.648609606356086,18.62384629873799
,381.18,18.253600000000002,11.08.2022,69.0,,5.7381,05:44:17,,,C,-79,14572,2155,Ben Parker 2022-08-11_11.51_Unknown.igc,13.0,22:35:23,11:51:06,False,2239,5.0,-4.8,Ben Parker,12:30:58,500.0,84,16:51:06,5,Triangle,5.073611111111111,64.0,,1723.0,12.024886286401422,12.614289624965782
,468.32,21.155800000000003,12.08.2022,87.14,14:47:03,2.9022,02:54:08,,,C,-127,8708,1878,Ben Parker 2022-08-12_12.02_benparker.igc,13.0,19:56:46,12:02:38,True,1961,4.4,-6.9,Ben Parker,12:17:52,592.0,83,17:02:38,6,Downwind,2.4864,82.14,34.2,2315.0,30.025497898146234,33.035714285714285
,527.49,22.704400000000003,13.08.2022,59.17,13:58:08,1.5486,01:32:55,,,C,-92,4228,1692,Ben Parker 2022-08-13_12.33_Unknown.igc,13.0,19:06:07,12:33:12,True,1774,4.4,-4.5,Ben Parker,12:44:54,535.0,82,17:33:12,7,Downwind,1.2206,54.17,46.8,2850.0,38.20870463644582,44.3798132066197
,112.02,3.6147,07.08.2022,112.02,,3.6147,03:36:53,M,Default,C,-105,9355,1977,Esau Diaz 2022-08-07-XCM-KZS-02.igc,4.0,22:05:36,13:28:43,False,2063,5.6,-5.2,Esau Diaz,13:50:41,352.0,86,18:28:43,1,Downwind,3.248611111111111,107.02,,352.0,30.990123661714662,32.94330910645575
,153.78,5.5041,08.08.2022,41.76,,1.8894,01:53:22,,Default,C,-9,4770,1796,Esau Diaz 2022-08-08-XCM-KZS-02.igc,4.0,20:18:25,13:25:03,False,1884,4.6,-4.6,Esau Diaz,13:47:57,134.0,88,18:25:03,2,Downwind,1.5077777777777779,36.76,,486.0,22.102254684026676,24.380250552689755
,220.82999999999998,10.4572,09.08.2022,67.05,,4.9531,04:57:11,,Default,C,-29,12102,2409,Esau Diaz 2022-08-09-XCM-KZS-03.igc,4.0,00:37:04,14:39:53,False,2493,5.4,-3.8,Esau Diaz,15:06:14,433.0,84,19:39:53,3,Rectangle,4.513888888888889,62.05,,919.0,13.536976842785325,13.746461538461537
,227.82999999999998,12.4686,11.08.2022,7.0,,2.0114,02:00:41,,Default,C,-12,4544,1510,Esau Diaz 2022-08-11-XCM-KZS-01.igc,4.0,18:13:03,11:12:22,False,1596,4.2,-10.8,Esau Diaz,12:46:56,51.0,86,16:12:22,5,Triangle,0.43527777777777776,2.0,,1004.0,3.4801630704981603,4.594767070835992
,234.82999999999998,13.0144,12.08.2022,7.0,,,00:32:45,,Default,C,-42,1249,1134,Esau Diaz 2022-08-12-XCM-KZS-02.igc,4.0,16:47:22,11:14:37,False,1205,3.8,-3.2,Esau Diaz,11:35:44,34.0,71,16:14:37,6,Downwind,0.1938888888888889,2.0,,1038.0,0,10.315186246418339
,249.52999999999997,13.5633,13.08.2022,14.7,,,00:32:56,,Default,C,-43,1457,1066,Esau 2022-08-13-XCM-KZS-01.igc,4.0,18:41:52,13:08:56,False,1148,5.8,-4.0,Esau Diaz,13:22:01,78.0,82,18:08:56,7,Downwind,0.3308333333333333,9.7,,1116.0,0,29.319899244332493
,109.8,2.4494,07.08.2022,109.8,,2.4494,02:26:58,M,777 QUEEN 2 Evo,C,-67,6769,1946,Moacir Thiele 2022-08-07-XFH-000-01.IGC,10.0,20:06:14,12:39:16,False,2042,5.6,-5.2,Moacir Thiele,14:59:28,345.0,96,17:39:16,1,Downwind,0.11277777777777778,104.8,,345.0,44.82730464603576,0.0
,286.52,8.6708,08.08.2022,176.72,17:55:59,6.2214,06:13:17,,777 QUEEN 2 Evo,C,-245,20029,2906,Moacir Thiele 2022-08-08-XFH-000-01.IGC,10.0,23:19:34,12:06:17,True,2994,7.0,-5.6,Moacir Thiele,12:25:55,735.0,88,17:06:17,2,Downwind,5.5011,171.72,31.8,1080.0,28.405182113350694,31.21557506680482
,342.79999999999995,11.655,09.08.2022,56.28,,2.9842,02:59:03,,777 QUEEN 2 Evo,C,-22,8240,1868,Moacir Thiele 2022-08-09-XFH-000-02.IGC,10.0,19:32:47,11:33:44,False,1953,7.8,-3.8,Moacir Thiele,12:24:59,364.0,85,16:33:44,3,Rectangle,2.13,51.28,,1444.0,18.85932578245426,24.07511737089202
1399.0,378.66999999999996,14.0819,10.08.2022,35.87,,2.4269,02:25:37,,777 QUEEN 2 Evo,C,431,6667,1450,Moacir Thiele 2022-08-10-XFH-000-01.IGC,10.0,19:46:52,12:21:15,False,2030,4.6,-4.2,Moacir Thiele,12:00:00,285.0,580,17:21:15,4,Out-and-Back(stopped),2.781111111111111,30.869999999999997,,1729.0,14.78017223618608,11.099880143827406
,426.90999999999997,16.247999999999998,11.08.2022,48.24,,2.1661,02:09:58,,777 QUEEN 2 Evo,C,-36,6084,1982,Moacir Thiele 2022-08-11-XFH-000-02.IGC,10.0,21:01:23,13:51:25,False,2061,4.4,-5.8,Moacir Thiele,14:14:50,349.0,79,18:51:25,5,Triangle,1.7758333333333334,43.24,,2078.0,22.270439961220628,24.34913186297513
,473.5,18.1269,12.08.2022,46.59,,1.8789,01:52:44,,777 QUEEN 2 Evo,C,-44,5113,1648,Moacir Thiele 2022-08-12-XFH-000-01.IGC,10.0,17:58:42,11:05:58,False,1736,5.4,-5.2,Moacir Thiele,11:21:41,228.0,88,16:05:58,6,Downwind,1.6169444444444445,41.59,,2306.0,24.796423439246368,25.721353719292217
,531.44,19.5916,13.08.2022,57.94,13:55:11,1.4647,01:27:53,,777 QUEEN 2 Evo,C,-43,4112,1785,Moacir Thiele 2022-08-13-XFH-000-01.IGC,10.0,18:59:18,12:31:25,True,1870,7.0,-4.8,Moacir Thiele,12:45:30,368.0,85,17:31:25,7,Downwind,1.1614,52.94,49.2,2674.0,39.557588584693114,45.582917168934046
,109.8,3.8683,07.08.2022,109.8,,3.8683,03:52:06,M,NKN,C,-91,8683,2382,Rick Fullmer 220807192622.igc,18.0,23:18:28,14:26:22,False,2474,6.6,-5.2,Rick Fullmer,14:59:28,345.0,92,19:26:22,1,Downwind,3.316666666666667,104.8,,345.0,28.384561693767285,31.59798994974874
,280.46,10.7733,08.08.2022,170.66,,6.905,06:54:18,,Gin Explorer2,C,-222,16598,2276,Rick Fullmer 2022-08-08-XFH-000-01.IGC,18.0,23:34:03,11:39:45,False,2358,7.2,-5.4,Rick Fullmer,12:25:36,549.0,82,16:39:45,2,Downwind,6.140833333333333,165.66,,894.0,24.71542360608255,26.976794680417967
,372.2,16.8216,09.08.2022,91.74,,6.0483,06:02:54,,Gin Explorer2,C,-7,15336,2328,Rick Fullmer 2022-08-09-XFH-000-02.IGC,18.0,23:38:24,12:35:30,False,2408,5.6,-5.4,Rick Fullmer,13:15:06,593.0,80,17:35:30,3,Rectangle,5.388333333333334,86.74,,1487.0,15.167898417737215,16.097742035261366
1735.0,407.41999999999996,19.3549,10.08.2022,35.22,,2.5333,02:32:00,,Gin Explorer2,C,-72,6692,1884,Rick Fullmer 2022-08-10-XFH-000-02.IGC,18.0,19:49:03,12:17:03,False,1966,6.2,-5.0,Rick Fullmer,12:00:00,290.0,82,17:17:03,4,Out-and-Back(stopped),2.8175,30.22,,1777.0,13.902814510717246,10.725820763087844
,454.34,21.8813,11.08.2022,46.92,,2.5264,02:31:35,,NKN,C,117,6062,2226,Rick Fullmer 220811192322.igc,18.0,21:54:57,14:23:22,False,2459,4.8,-4.4,Rick Fullmer,14:44:48,340.0,233,19:23:22,5,Triangle,2.1691666666666665,41.92,,2117.0,18.57188093730209,19.325393776411836
,541.48,25.1816,12.08.2022,87.14,14:33:04,3.3003,03:18:01,,Gin Explorer2,C,-60,8623,1919,Rick Fullmer 2022-08-12-XFH-000-01.IGC,18.0,19:46:43,11:28:42,True,2000,5.2,-4.6,Rick Fullmer,11:57:01,556.0,81,16:28:42,6,Downwind,2.6008,82.14,32.7,2673.0,26.403660273308486,31.58258997231621
,600.65,27.2713,13.08.2022,59.17,13:50:23,2.0897,02:05:23,,Gin Explorer2,C,-33,4958,1887,Rick Fullmer 2022-08-13-XFH-000-02.IGC,18.0,19:05:39,12:00:16,True,1970,6.8,-4.8,Rick Fullmer,12:17:57,432.0,83,17:00:16,7,Downwind,1.5406,54.17,37.1,3105.0,28.31506914868163,35.161625340776325
,96.12,2.9292,07.08.2022,96.12,,2.9292,02:55:45,M,Gin Leopard,D,1,7797,1819,shawn scott 2022-08-07-XNA-150094-01.igc,8.0,22:12:55,14:17:10,False,1939,5.4,-4.8,Shawn Scott,14:33:20,302.0,120,19:17:10,1,Downwind,2.6597222222222223,91.12,,302.0,32.81442031954118,34.25921671018277
,113.09,4.1536,08.08.2022,16.97,,1.2244,01:13:28,,Gin Leopard,D,-1,2635,1204,shawn scott 2022-08-08-XNA-150094-01.igc,8.0,17:13:51,11:00:23,False,1291,4.2,-4.2,Shawn Scott,11:36:49,55.0,87,16:00:23,2,Downwind,0.6172222222222222,11.969999999999999,,357.0,13.859849722312969,19.39333933393339
,220.79000000000002,9.673300000000001,09.08.2022,107.7,,5.5197,05:31:11,,Gin Leopard,D,-20,14769,2130,shawn scott 2022-08-09-XNA-150094-01.igc,8.0,22:27:49,11:56:38,False,2211,5.0,-4.8,Shawn Scott,12:15:07,696.0,81,16:56:38,3,Rectangle,5.211666666666667,102.7,,1053.0,19.511929996195445,19.705788295490887
1694.0,256.52000000000004,13.968600000000002,10.08.2022,35.73,,4.2953,04:17:43,,Gin Leopard,D,16,11560,2160,shawn scott 2022-08-10-XNA-150094-01.igc,8.0,21:12:20,11:54:37,False,2262,5.8,-14.8,Shawn Scott,12:00:00,292.0,102,16:54:37,4,Out-and-Back(stopped),4.205555555555556,30.729999999999997,,1345.0,8.318394524247433,7.307001321003962
,270.91,15.371400000000001,11.08.2022,14.39,,1.4028,01:24:10,,Gin Leopard,D,31,2750,1238,shawn scott 2022-08-11-XNA-150094-01.igc,8.0,18:15:03,11:50:53,False,1376,5.0,-3.4,Shawn Scott,12:31:57,104.0,138,16:50:53,5,Triangle,0.7183333333333334,9.39,,1449.0,10.258055317935558,13.071925754060326
,358.05,18.572200000000002,12.08.2022,87.14,14:15:54,3.2008,03:12:03,,Gin Leopard,D,-15,7737,1896,shawn scott 2022-08-12-XNA-150094-03.igc,8.0,19:32:04,11:20:01,True,2027,6.8,-5.0,Shawn Scott,11:38:14,548.0,131,16:20:01,6,Downwind,2.6278,82.14,32.4,1997.0,27.224443889027743,31.25808661237537
,75.19,2.7744,07.08.2022,75.19,,2.7744,02:46:28,M,Ozone Rush 4,B,-62,8051,1891,Robert Simpson 2022-08-07-XFH-000-01.IGC,3.0,20:16:01,12:29:33,False,1977,8.6,-4.4,Robert Simpson,12:54:47,236.0,86,17:29:33,1,Downwind,2.3538888888888887,70.19,,236.0,27.101355247981544,29.818739674297852
,108.77,4.6808,08.08.2022,33.58,,1.9064,01:54:23,,Ozone Rush 4,B,-30,4337,1663,Robert Simpson 2022-08-08-XFH-000-01.IGC,3.0,19:19:19,12:24:56,False,1752,6.0,-5.0,Robert Simpson,13:08:04,108.0,89,17:24:56,2,Downwind,1.1875,28.58,,344.0,17.614351657574485,24.06736842105263
,184.51999999999998,8.395199999999999,09.08.2022,75.75,,3.7144,03:42:52,,Ozone Rush 4,B,-12,10910,2117,Robert Simpson 2022-08-09-XFH-000-01.IGC,3.0,22:50:16,14:07:24,False,2200,6.2,-4.6,Robert Simpson,14:30:21,490.0,83,19:07:24,3,Rectangle,3.3319444444444444,70.75,,834.0,20.393603273745423,21.233847436431848
0.0,189.51999999999998,8.5155,10.08.2022,5.0,,,00:07:13,,Ozone Rush 4,B,-4,330,345,Robert Simpson 2022-08-10-XFH-000-02.IGC,3.0,19:29:48,14:22:35,False,429,5.6,-3.0,Robert Simpson,,34.0,84,19:22:35,4,Out-and-Back(stopped),0,0.0,,868.0,0,0.0
,231.7,10.4511,11.08.2022,42.18,,1.9356,01:56:08,,Ozone Rush 4,B,-71,5885,1657,Robert Simpson 2022-08-11-XFH-000-02.IGC,3.0,20:41:55,13:45:47,False,1739,5.6,-4.6,Robert Simpson,14:14:31,305.0,82,18:45:47,5,Triangle,1.4566666666666668,37.18,,1173.0,21.791692498450093,25.52402745995423
,244.07,11.036100000000001,12.08.2022,12.37,,,00:35:06,,Ozone Rush 4,B,-51,1702,1354,Robert Simpson 2022-08-12-XFH-000-01.IGC,3.0,18:05:35,12:30:29,False,1432,4.2,-4.6,Robert Simpson,12:47:20,61.0,78,17:30:29,6,Downwind,0.30416666666666664,7.369999999999999,,1234.0,0,24.230136986301368
,256.69,11.548900000000001,13.08.2022,12.62,,,00:30:46,,Ozone Rush 4,B,-50,1777,1515,Robert Simpson 2022-08-13-XFH-000-01.IGC,3.0,18:35:15,13:04:29,False,1595,5.2,-3.4,Robert Simpson,13:15:16,67.0,80,18:04:29,7,Downwind,0.33305555555555555,7.619999999999999,,1301.0,0,22.8790658882402
,64.66,2.0903,07.08.2022,64.66,,2.0903,02:05:25,F,Ozone Alpina 4,C,-66,5354,2300,Gokcen Buyukbas 2022-08-07-XFH-000-01.IGC,37.0,22:14:07,15:08:42,False,2395,5.2,-6.6,Gokcen Buyukbas,15:26:23,203.0,95,20:08:42,1,Downwind,1.7955555555555556,59.66,,203.0,30.933358848012244,33.22648514851485
,226.81,7.6536,08.08.2022,162.15,,5.5633,05:33:48,,Ozone Alpina 4,C,-233,14626,2424,Gokcen Buyukbas 2022-08-08-XFH-000-04.IGC,37.0,23:15:48,12:42:00,False,2514,5.4,-5.4,Gokcen Buyukbas,13:07:58,522.0,90,17:42:00,2,Downwind,5.1305555555555555,157.15,,725.0,29.14636996027538,30.630211153221442
,299.44,11.7119,09.08.2022,72.63,,4.0583,04:03:30,,Ozone Alpina 4,C,-5,10612,2017,Gokcen Buyukbas 2022-08-09-XFH-000-02.IGC,37.0,22:11:06,13:07:36,False,2111,5.0,-5.4,Gokcen Buyukbas,13:45:21,469.0,94,18:07:36,3,Rectangle,3.4291666666666667,67.63,,1194.0,17.896656235369488,19.721992709599025
1727.0,316.01,13.8594,10.08.2022,16.57,,2.1475,02:08:51,,Ozone Alpina 4,C,-46,6365,1987,Gokcen Buyukbas 2022-08-10-XFH-000-02.IGC,37.0,19:53:45,12:44:54,False,2080,4.8,-12.2,Gokcen Buyukbas,12:00:00,162.0,93,17:44:54,4,Out-and-Back(stopped),2.8958333333333335,11.57,,1356.0,7.715948777648428,3.9953956834532374
,378.13,17.5927,11.08.2022,62.12,,3.7333,03:44:00,,Ozone Alpina 4,C,-50,10815,2256,Gokcen Buyukbas2022-08-11-XFH-000-01.IGC,37.0,22:14:30,13:30:30,False,2345,5.0,-5.2,Gokcen Buyukbas,14:12:01,450.0,89,18:30:30,5,Triangle,3.0413888888888887,57.12,,1806.0,16.63943428066322,18.780893232258656
,403.90999999999997,18.7316,12.08.2022,25.78,,1.1389,01:08:20,,Ozone Alpina 4,C,-74,3288,1315,Gokcen Buyukbas 2022-08-12-XFH-000-02.IGC,37.0,18:46:23,12:38:03,False,1405,6.6,-4.4,Gokcen Buyukbas,12:55:12,126.0,90,17:38:03,6,Downwind,0.8530555555555556,20.78,,1932.0,22.63587672315392,24.359492022142625
,443.55999999999995,20.511,13.08.2022,39.65,,1.7794,01:46:46,,Ozone Alpina 4,C,-80,5622,2069,Gokcen Buyukbas 2022-08-13-XFH-000-02.IGC,37.0,20:47:17,14:00:31,False,2160,5.4,-6.2,Gokcen Buyukbas,14:17:14,210.0,91,19:00:31,7,Downwind,1.5008333333333332,34.65,,2142.0,22.282791952343484,23.08717379233759
,54.71,1.9586,07.08.2022,54.71,,1.9586,01:57:31,M,NKN,C,-20,5161,1757,Dustin Pachura 220807175333.igc,49.0,19:51:18,12:53:47,False,1841,6.0,-5.2,Dustin Pachura,13:10:27,172.0,84,17:53:47,1,Downwind,1.6808333333333334,49.71,,172.0,27.933217604411315,29.57461576598909
,231.43,8.1514,08.08.2022,176.72,18:10:30,6.1928,06:11:34,,NKN,C,-246,19128,2122,Dustin Pachura 220808171358.igc,49.0,23:25:47,12:14:13,True,2204,6.2,-5.0,Dustin Pachura,12:50:49,766.0,82,17:14:13,2,Downwind,5.3281,171.72,32.8,938.0,28.536364810747965,32.2291248287382
,321.73,12.485,09.08.2022,90.3,,4.3336,04:20:01,,NKN,C,-35,12996,2162,Dustin Pachura 220809171536.igc,49.0,21:35:52,12:15:51,False,2240,6.2,-5.6,Dustin Pachura,12:54:53,584.0,78,17:15:51,3,Rectangle,3.6830555555555557,85.3,,1522.0,20.837179250507663,23.160117655931817
1245.0,332.82,13.918099999999999,10.08.2022,11.09,,1.4331,01:25:59,,NKN,C,-51,4589,1887,Dustin Pachura 220810183814.igc,49.0,20:04:26,13:38:27,False,1976,7.0,-7.6,Dustin Pachura,12:00:00,111.0,89,18:38:27,4,Out-and-Back(stopped),3.073888888888889,6.09,,1633.0,7.738469053101667,1.9812036869690945
,399.35,17.9145,11.08.2022,66.53,,3.9964,03:59:47,,NKN,C,-12,10803,2037,Dustin Pachura 220811164439.igc,49.0,20:44:43,11:44:56,False,2121,5.8,-5.6,Dustin Pachura,12:31:43,482.0,84,16:44:56,5,Triangle,3.216666666666667,61.53,,2115.0,16.647482734461015,19.128497409326425
,486.49,20.5062,12.08.2022,87.14,15:38:40,2.5917,02:35:30,,NKN,C,120,6650,1568,Dustin Pachura 220812181543.igc,49.0,20:51:13,13:15:43,True,1849,6.0,-5.2,Dustin Pachura,13:30:10,713.0,281,18:15:43,6,Downwind,2.1417,82.14,39.8,2828.0,33.622718678859435,38.35271046365037
,545.66,21.9762,13.08.2022,59.17,14:48:28,1.47,01:28:12,,NKN,C,-55,4561,1873,Dustin Pachura 220813183213.igc,49.0,20:00:36,13:32:24,True,1958,6.2,-5.8,Dustin Pachura,13:47:18,641.0,85,18:32:24,7,Downwind,1.0194,54.17,56.1,3469.0,40.25170068027211,53.13910143221503
,43.62,1.8244,07.08.2022,43.62,,1.8244,01:49:28,M,GIN GLIDERS Calypso,B,-33,4710,2288,Zakey Faieq 2022-08-07-XCT-ZFX-03.igc,47.0,22:25:28,15:36:00,False,2371,5.0,-4.4,Zakey Faieq,16:01:37,137.0,83,20:36:00,1,Downwind,1.3975,38.62,,137.0,23.909230431922822,27.635062611806795
,186.07,7.723,08.08.2022,142.45,,5.8986,05:53:55,,GIN GLIDERS Calypso,B,-141,15522,2573,Zakey Faieq 2022-08-08-XCT-ZFX-01.igc,47.0,22:22:46,11:28:51,False,2661,6.2,-6.6,Zakey Faieq,11:58:20,458.0,88,16:28:51,2,Downwind,5.407222222222222,137.45,,595.0,24.149798257213575,25.41970615432035
,247.01999999999998,12.3424,09.08.2022,60.95,,4.6194,04:37:10,,GIN GLIDERS Calypso,B,-18,12887,2166,Zakey Faieq 2022-08-09-XCT-ZFX-01.igc,47.0,21:07:39,11:30:29,False,2263,6.4,-10.2,Zakey Faieq,12:00:40,394.0,97,16:30:29,3,Rectangle,4.116388888888889,55.95,,989.0,13.194354245140063,13.592010257102368
1399.0,263.53,15.1207,10.08.2022,16.51,,2.7783,02:46:42,,GIN GLIDERS Calypso,B,-34,7325,2078,Zakey Faieq 2022-08-10-XCT-ZFX-03.igc,47.0,19:57:14,12:10:32,False,2180,5.8,-21.2,Zakey Faieq,12:00:00,152.0,102,17:10:32,4,Out-and-Back(stopped),2.953888888888889,11.510000000000002,,1141.0,5.942482813231113,3.8965582095166456
,278.19,17.389599999999998,11.08.2022,14.66,,2.2689,02:16:08,,GIN GLIDERS Calypso,B,-8,4335,1636,Zakey Faieq 2022-08-11-XCT-ZFX-01.igc,47.0,18:20:12,11:04:04,False,1734,4.6,-4.6,Zakey Faieq,12:38:06,106.0,98,16:04:04,5,Triangle,0.7016666666666667,9.66,,1247.0,6.4612807968619155,13.767220902612827
,285.19,18.1149,12.08.2022,7.0,,,00:43:31,,GIN GLIDERS Calypso,B,-11,1551,953,Zakey Faieq 2022-08-12-XCT-ZFX-01.igc,47.0,16:44:10,11:00:39,False,1047,4.4,-3.8,Zakey Faieq,11:23:26,34.0,94,16:00:39,6,Downwind,0.34555555555555556,2.0,,1281.0,0,5.787781350482315
,344.36,20.116799999999998,13.08.2022,59.17,13:24:20,2.0019,02:00:07,,GIN GLIDERS Calypso,B,-43,4757,1772,Zakey Faieq 2022-08-13-XCT-ZFX-01.igc,47.0,18:31:58,11:31:51,True,1857,4.6,-4.2,Zakey Faieq,12:00:00,472.0,85,16:31:51,7,Downwind,1.4056,54.17,40.7,1753.0,29.556920925121137,38.538702333523055
,42.02,1.7375,07.08.2022,42.02,,1.7375,01:44:15,M,NKN,C,-25,4230,1924,Valter Castilho 2022-08-07 17_01_27.igc,12.0,18:45:57,12:01:42,False,2011,5.8,-4.4,Valter Castilho,12:28:04,132.0,87,17:01:42,1,Downwind,1.2980555555555555,37.02,,132.0,24.184172661870505,28.51958056922748
