Altitude,Cumulative Distance,Cumulative Flight Time,Date,Distance,ES,Flight Duration (hr),Flight Time,Gender,Glider,GliderClass,Height Difference,Height Gain,Height Over Start,IGC File name,Id,Landing Time,Launch Time,Made Goal,Max Height,Max Vario,Min Vario,Pilot,SS,Score,Start Height,Start Time (UTC),Task,Task Type,Time,Timed Distance,km/h,cumulative_score,Avg Speed (km/hr),Speed on course (km/hr)
,218.74,8.220600000000001,08.08.2022,176.72,17:17:12,6.4831,06:28:59,,NKN,C,-253,18518,2861,Valter Castilho 2022-08-08 16_10_13.igc,12.0,22:39:21,11:10:22,True,2942,5.6,-5.8,Valter Castilho,11:36:44,706.0,81,16:10:22,2,Downwind,5.6744,171.72,30.8,838.0,27.25856457558884,30.262230367968417
,278.04,11.264800000000001,09.08.2022,59.3,,3.0442,03:02:39,,NKN,C,-29,8250,2006,Valter Castilho 2022-08-09 16_57_13.igc,12.0,20:00:06,11:57:27,False,2091,4.6,-4.8,Valter Castilho,12:19:43,383.0,85,16:57:27,3,Rectangle,2.6730555555555555,54.3,,1221.0,19.479666250574862,20.31383144549517
0.0,283.04,12.326500000000001,10.08.2022,5.0,,1.0617,01:03:42,,NKN,C,-2,2819,1428,Valter Castilho 2022-08-10 19_36_09.igc,12.0,20:40:05,14:36:23,False,1513,4.4,-5.6,Valter Castilho,,34.0,85,19:36:23,4,Out-and-Back(stopped),0,0.0,,1255.0,4.709428275407365,0.0
,301.05,14.0243,11.08.2022,18.01,,1.6978,01:41:52,,NKN,C,-43,3119,1171,Valter Castilho 2022-08-11 16_24_34.igc,12.0,18:06:41,11:24:49,False,1253,5.4,-4.2,Valter Castilho,11:57:26,130.0,82,16:24:49,5,Triangle,1.1541666666666666,13.010000000000002,,1385.0,10.607845447049124,11.272202166064984
,388.19,17.3307,12.08.2022,87.14,14:36:32,3.3064,03:18:23,,NKN,C,-74,9083,1710,Valter Castilho 2022-08-12 16_35_41.igc,12.0,19:54:18,11:35:55,True,1787,5.6,-5.6,Valter Castilho,11:58:56,548.0,77,16:35:55,6,Downwind,2.6267,82.14,32.4,1933.0,26.35494797967578,31.271176761716223
,447.36,19.6621,13.08.2022,59.17,14:10:25,2.3314,02:19:53,,NKN,C,-52,5854,1640,Valter Castilho 2022-08-13 17_00_42.igc,12.0,19:20:50,12:00:57,True,1720,6.0,-4.6,Valter Castilho,12:17:33,345.0,80,17:00:57,7,Downwind,1.8811,54.17,30.4,2278.0,25.379600240199025,28.79698049013875
,22.0,1.2111,07.08.2022,22.0,,1.2111,01:12:40,M,,B,-47,3586,1587,Brandon Brantley 2022-08-07-XFH-000-01.IGC,41.0,19:37:09,13:24:29,False,1678,6.6,-4.4,Brandon Brantley,13:43:10,69.0,91,18:24:29,1,Downwind,0.8997222222222222,17.0,,69.0,18.1653042688465,18.89472059277555
,29.0,2.5225,08.08.2022,7.0,,1.3114,01:18:41,,Gin Calypso S,B,23,3086,1899,Brandon Brantley 2022-08-08-XFH-000-01.IGC,41.0,19:31:43,13:13:02,False,2013,29.2,-4.2,Brandon Brantley,14:02:06,23.0,114,18:13:02,2,Downwind,0.4936111111111111,2.0,,92.0,5.337806923898125,4.051772650534609
,75.16,5.2064,09.08.2022,46.16,,2.6839,02:41:02,,Gin Calypso S,B,-43,6676,1800,Brandon Brantley 2022-08-09-XFH-000-01.IGC,41.0,20:17:07,12:36:05,False,1889,5.6,-4.8,Brandon Brantley,13:01:56,298.0,89,17:36:05,3,Rectangle,2.2530555555555556,41.16,,390.0,17.198852416259918,18.268524226359265
0.0,80.16,6.2292000000000005,10.08.2022,5.0,,1.0228,01:01:22,,Gin Calypso S,B,1686,1907,99,Brandon Brantley 2022-08-10-XFH-000-01.IGC,41.0,19:56:51,13:55:29,False,1876,5.0,-7.0,Brandon Brantley,,34.0,1777,18:55:29,4,Out-and-Back(stopped),0,0.0,,424.0,4.888541259288229,0.0
,139.32999999999998,8.6492,13.08.2022,59.17,13:58:29,2.42,02:25:12,,Gin Calypso S,B,-61,6375,1821,Brandon Brantley 2022-08-13-XFH-000-01.IGC,41.0,19:11:42,11:46:30,True,1906,4.8,-5.0,Brandon Brantley,12:11:12,367.0,85,16:46:30,7,Downwind,1.7881,54.17,32.0,825.0,24.450413223140497,30.2947262457357
,17.59,0.9167,07.08.2022,17.59,,,00:55:00,M,161Ozone Delta 3 WBWG,B,93,2340,1447,Jaime Vargas 8722.igc,2.0,18:47:07,12:52:07,False,1661,5.0,-4.2,Jaime Vargas,13:10:27,55.0,214,17:52:07,1,Downwind,0.6111111111111112,12.59,,55.0,0,20.60181818181818
,37.93,2.4661,08.08.2022,20.34,,1.5494,01:32:58,,161Ozone Delta 3 WBWG,B,-5,3429,1411,Jaime Vargas-aug8.igc,2.0,19:08:25,12:35:27,False,1496,5.2,-4.4,Jaime Vargas,13:10:36,65.0,85,17:35:27,2,Downwind,0.9636111111111111,15.34,,120.0,13.127662320898411,15.919285096569617
,63.84,3.715,12.08.2022,25.91,,1.2489,01:14:56,,161Ozone Delta 3 WBWG,B,-71,2919,1265,Jaime Vargas Task6jvargas.igc,2.0,18:45:11,12:30:15,False,1347,8.0,-5.0,Jaime Vargas,12:46:31,127.0,82,17:30:15,6,Downwind,0.9777777777777777,20.91,,247.0,20.746256705901196,21.385227272727274
,17.24,1.0369,07.08.2022,17.24,,1.0369,01:02:13,F,Triple Seven Queen 3,C,-31,2730,1497,Andria Lea 2022-08-07-XFH-000-01.IGC,25.0,20:22:45,14:20:32,False,1588,6.4,-4.6,Andria Lea,14:37:39,54.0,91,19:20:32,1,Downwind,0.7516666666666667,12.239999999999998,,54.0,16.62648278522519,16.28381374722838
,27.869999999999997,1.6663,08.08.2022,10.63,,,00:37:46,,Triple Seven Queen 3,C,-100,1791,1018,Andria Lea 2022-08-08-XFH-000-02.IGC,25.0,19:28:59,13:51:13,False,1107,6.0,-4.4,Andria Lea,14:07:15,34.0,89,18:51:13,2,Downwind,0.3622222222222222,5.630000000000001,,88.0,0,15.542944785276076
,98.57999999999998,6.635999999999999,09.08.2022,70.71,,4.9697,04:58:11,,Triple Seven Rook 3,C,-48,11755,1874,Andria Lea 2022-08-09-XFH-000-01.IGC,25.0,22:48:50,12:50:39,False,1955,5.8,-5.8,Andria Lea,13:13:15,457.0,81,17:50:39,3,Rectangle,4.593055555555556,65.71,,545.0,14.228223031571321,14.306380405201086
0.0,103.57999999999998,6.834899999999999,10.08.2022,5.0,,,00:11:56,,Triple Seven Rook 3,C,-5,514,503,Andria Lea 2022-08-10-XFH-000-02.IGC,25.0,19:53:30,14:41:34,False,587,4.8,-3.6,Andria Lea,,34.0,84,19:41:34,4,Out-and-Back(stopped),0,0.0,,579.0,0,0.0
,110.57999999999998,7.135699999999999,11.08.2022,7.0,,,00:18:03,,Triple Seven Rook 3,C,-14,724,458,Andria Lea 2022-08-11-XFH-000-01.IGC,25.0,18:31:32,13:13:29,False,544,4.4,-4.2,Andria Lea,,51.0,86,18:13:29,5,Triangle,0,2.0,,630.0,0,0.0
,140.10999999999999,9.245999999999999,12.08.2022,29.53,,2.1103,02:06:37,,Triple Seven Rook 3,C,-90,4124,1400,Andria Lea 2022-08-12-XFH-000-01.IGC,25.0,18:25:08,11:18:31,False,1479,6.0,-4.4,Andria Lea,11:38:03,144.0,79,16:18:31,6,Downwind,1.7847222222222223,24.53,,774.0,13.993271098895892,13.74443579766537
,147.10999999999999,9.686799999999998,13.08.2022,7.0,,,00:26:27,,Triple Seven Rook 3,C,-212,1127,1066,Andria Lea-2022-08-13-XFH-000-02.IGC,25.0,17:38:22,12:11:55,False,1148,5.0,-4.0,Andria Lea,12:25:52,37.0,82,17:11:55,7,Downwind,0.20833333333333334,2.0,,811.0,0,9.6
,7.0,0.1436,07.08.2022,7.0,,,00:08:37,M,NKN,B,0,346,366,Christopher Dunlap 220807200835.igc,34.0,20:17:24,15:08:47,False,452,4.6,-4.4,Christopher Dunlap,,22.0,86,20:08:47,1,Downwind,0,2.0,,22.0,0,0.0
,84.4,3.6772,08.08.2022,77.4,,3.5336,03:32:01,,NKN,B,-112,8729,1995,Christopher Dunlap 220808170845.igc,34.0,20:41:01,12:09:00,False,2079,5.4,-4.6,Christopher Dunlap,12:34:03,249.0,84,17:09:00,2,Downwind,3.116111111111111,72.4,,271.0,21.90400724473625,23.234088072740242
,91.4,3.9469,09.08.2022,7.0,,,00:16:11,,NKN,B,-4,856,772,Christopher Dunlap 220809174522.igc,34.0,18:01:47,12:45:36,False,854,5.2,-3.8,Christopher Dunlap,,45.0,82,17:45:36,3,Rectangle,0,2.0,,316.0,0,0.0
0.0,96.4,4.4744,10.08.2022,5.0,,,00:31:39,,NKN,B,-11,1453,1385,Chris Dunlap 220810182906.igc,34.0,19:00:57,13:29:18,False,1461,4.8,-5.8,Christopher Dunlap,,34.0,76,18:29:18,4,Out-and-Back(stopped),0,0.0,,350.0,0,0.0
,103.4,4.63,11.08.2022,7.0,,,00:09:20,,NKN,B,-6,450,363,Christopher Dunlap 220811173353.igc,34.0,17:43:26,12:34:06,False,436,4.8,-4.4,Christopher Dunlap,,51.0,73,17:34:06,5,Triangle,0,2.0,,401.0,0,0.0
,110.4,4.7825,12.08.2022,7.0,,,00:09:09,,NKN,B,-1,489,523,Christopher Dunlap 220812174022.igc,34.0,17:49:43,12:40:34,False,603,4.0,-3.2,Christopher Dunlap,,34.0,80,17:40:34,6,Downwind,0,2.0,,435.0,0,0.0
,131.61,5.5371999999999995,13.08.2022,21.21,,,00:45:17,,NKN,B,-55,2030,1111,Christopher Dunlap 220813171631.igc,34.0,18:02:00,12:16:43,False,1190,6.6,-4.6,Christopher Dunlap,12:28:01,112.0,79,17:16:43,7,Downwind,0.5663888888888889,16.21,,547.0,0,28.619911721432075
,7.0,0.4228,07.08.2022,7.0,,,00:25:22,M,Default,B,-29,1275,886,Michael Bene 2022-08-07-XCM-4YF-01.igc,22.0,18:08:25,12:43:03,False,964,6.8,-4.0,Michael Bene,,22.0,78,17:43:03,1,Downwind,0,2.0,,22.0,0,0.0
,14.0,0.5961000000000001,08.08.2022,7.0,,,00:10:24,,Default,B,-4,426,403,Michael Bene 2022-08-08-XCM-4YF-03.igc,22.0,19:16:15,14:05:51,False,483,5.0,-2.6,Michael Bene,,23.0,80,19:05:51,2,Downwind,0,2.0,,45.0,0,0.0
,37.82,2.385,09.08.2022,23.82,,1.7889,01:47:20,,Default,B,-40,4399,1217,Michael Bene 2022-08-09-XCM-4YF-01.igc,22.0,19:01:27,12:14:07,False,1298,5.4,-4.8,Michael Bene,12:58:46,154.0,81,17:14:07,3,Rectangle,1.0447222222222223,18.82,,199.0,13.315445245681705,18.01435788354161
,48.44,3.1839,12.08.2022,10.62,,,00:47:56,,Default,B,-48,1865,1204,Michael Bene 2022-08-12-XCM-4YF-01.igc,22.0,17:28:34,11:40:38,False,1275,7.4,-3.4,Michael Bene,11:58:13,52.0,71,16:40:38,6,Downwind,0.5058333333333334,5.619999999999999,,336.0,0,11.110378912685336
,64.37,3.8369999999999997,13.08.2022,15.93,,,00:39:11,,Default,B,-62,1677,1271,Michael Bene 2022-08-13-XCM-4YF-01.igc,22.0,18:03:27,12:24:16,False,1355,5.8,-3.2,Michael Bene,12:36:31,84.0,84,17:24:16,7,Downwind,0.4488888888888889,10.93,,420.0,0,24.349009900990097
,7.0,0.6914,07.08.2022,7.0,,,00:41:29,F,,B,-10,1678,997,Emily Petersen 2022-08-07-XFH-000-01.IGC,43.0,20:11:29,14:30:00,False,1083,5.2,-5.0,Emily Petersen,14:59:08,22.0,86,19:30:00,1,Downwind,0.20583333333333334,2.0,,22.0,0,9.7165991902834
,41.35,2.6033,08.08.2022,34.35,,1.9119,01:54:43,,,B,-35,4256,1767,Emily Petersen 2022-08-08-XFH-000-02.IGC,43.0,20:44:59,13:50:16,False,1851,25.8,-18.8,Emily Petersen,14:12:16,111.0,84,18:50:16,2,Downwind,1.5452777777777778,29.35,,133.0,17.966420837909933,18.993348912457307
,48.35,3.2755,09.08.2022,7.0,,,00:40:20,,,B,-19,1649,1283,Emily Petersen 2022-08-09-XFH-000-01.IGC,43.0,17:16:07,11:35:47,False,1371,6.4,-4.4,Emily Petersen,12:02:30,45.0,88,16:35:47,3,Rectangle,0.22694444444444445,2.0,,178.0,0,8.812729498164014
0.0,53.35,4.2049,10.08.2022,5.0,,,00:55:46,,,B,-21,2337,1460,Emily Petersen 2022-08-10-XFH-000-01.IGC,43.0,18:22:05,12:26:19,False,1547,5.4,-4.6,Emily Petersen,12:00:00,34.0,87,17:26:19,4,Out-and-Back(stopped),1.3680555555555556,0.0,,212.0,0,0.0
,60.35,5.1002,11.08.2022,7.0,,,00:53:43,,,B,-3,1739,1348,Emily Petersen 2022-08-11-XFH-000-01.IGC,43.0,18:09:20,12:15:37,False,1429,5.0,-4.4,Emily Petersen,12:55:38,51.0,81,17:15:37,5,Triangle,0.22833333333333333,2.0,,263.0,0,8.75912408759124
,67.35,5.7405,12.08.2022,7.0,,,00:38:25,,,B,-27,1434,1047,Emily Petersen 2022-08-12-XFH-000-01.IGC,43.0,16:43:08,11:04:43,False,1132,6.4,-5.0,Emily Petersen,11:22:15,34.0,85,16:04:43,6,Downwind,0.34805555555555556,2.0,,297.0,0,5.746209098164405
,105.13,6.3408,13.08.2022,37.78,,,00:36:01,,,B,-611,3762,1633,Emily Petersen 2022-08-13-XFH-000-01.IGC,43.0,17:42:28,12:06:27,False,1718,6.6,-4.0,Emily Petersen,12:26:32,200.0,85,17:06:27,7,Downwind,0.26555555555555554,32.78,,497.0,0,0.0
,7.0,0.2872,07.08.2022,7.0,,,00:17:14,F,Nova Ion 4,B,-13,788,540,Roxanne Lopez 2022-08-07-XNA-150045-05.igc,14.0,20:06:42,14:49:28,False,617,4.0,-4.0,Roxanne Lopez,,22.0,77,19:49:28,1,Downwind,0,2.0,,22.0,0,0.0
,14.0,1.4386,08.08.2022,7.0,,1.1514,01:09:05,,Nova Ion 4,B,-21,2300,1389,Roxanne Lopez 2022-08-08-XNA-150045-04.igc,14.0,19:44:34,13:35:29,False,1470,6.8,-4.2,Roxanne Lopez,14:15:38,23.0,81,18:35:29,2,Downwind,0.4822222222222222,2.0,,45.0,6.079555323953448,4.147465437788019
,63.26,4.5832999999999995,09.08.2022,49.26,,3.1447,03:08:41,,Nova Ion 4,B,-71,7981,2007,Roxanne Lopez 2022-08-09-XNA-150045-05.igc,14.0,22:53:49,14:45:08,False,2089,7.6,-5.0,Roxanne Lopez,15:10:34,318.0,82,19:45:08,3,Rectangle,2.720833333333333,44.26,,363.0,15.664451299011034,16.26707503828484
0.0,68.25999999999999,5.263,10.08.2022,5.0,,,00:40:47,,Nova Ion 4,B,-20,1379,837,Roxanne Lopez 2022-08-10-XNA-150045-06.igc,14.0,17:52:57,12:12:10,False,921,4.4,-4.4,Roxanne Lopez,12:00:00,34.0,84,17:12:10,4,Out-and-Back(stopped),0.8825,0.0,,397.0,0,0.0
,75.25999999999999,5.3774,11.08.2022,7.0,,,00:06:52,,Nova Ion 4,B,-10,885,528,Roxanne Lopez 2022-08-11-XNA-150045-02.igc,14.0,18:06:15,12:59:23,False,604,5.2,-3.2,Roxanne Lopez,,51.0,76,17:59:23,5,Triangle,0,2.0,,448.0,0,0.0
,82.25999999999999,5.9224,12.08.2022,7.0,,,00:32:42,,Nova Ion 4,B,-21,1340,1091,Roxanne Lopez 2022-08-12-XNA-150045-02.igc,14.0,17:12:48,11:40:06,False,1165,5.0,-4.4,Roxanne Lopez,12:01:03,34.0,74,16:40:06,6,Downwind,0.19583333333333333,2.0,,482.0,0,10.212765957446809
,89.25999999999999,6.079899999999999,13.08.2022,7.0,,,00:09:27,,Nova Ion 4,B,16,558,536,Roxanne Lopez 2022-08-13-XNA-150045-01.igc,14.0,17:04:37,11:55:10,False,632,4.8,-3.6,Roxanne Lopez,,37.0,96,16:55:10,7,Downwind,0,2.0,,519.0,0,0.0
,7.0,0.0994,07.08.2022,7.0,,,00:05:58,M,ARTIK 4,B,-4,360,373,ioan miftode 2022-08-07-ioan_miftode.igc,16.0,18:46:48,13:40:50,False,457,5.4,-5.0,Ioan Miftode,,22.0,84,18:40:50,1,Downwind,0,2.0,,22.0,0,0.0
,14.0,0.22999999999999998,08.08.2022,7.0,,,00:07:50,,ARTIK 4,B,-2,400,417,ioan miftode 2022-08-08-ioan_miftode.igc,16.0,18:01:40,12:53:50,False,498,4.2,-3.4,Ioan Miftode,,23.0,81,17:53:50,2,Downwind,0,2.0,,45.0,0,0.0
,64.18,2.5192,09.08.2022,50.18,,2.2892,02:17:21,,ARTIK 4,B,-40,5433,1918,ioan miftode 2022-08-09-ioan_miftode.igc,16.0,20:09:59,12:52:38,False,2002,6.2,-4.4,Ioan Miftode,13:11:10,324.0,84,17:52:38,3,Rectangle,1.9802777777777778,45.18,,369.0,21.92032150969771,22.814981063262728
,7.0,0.1758,07.08.2022,7.0,,,00:10:33,M,,B,-4,667,712,Corbin Petersen 2022-08-07-XFH-000-02.IGC,42.0,20:25:53,15:15:20,False,799,5.8,-3.4,Corbin Petersen,,22.0,87,20:15:20,1,Downwind,0,2.0,,22.0,0,0.0
,14.0,1.0525,08.08.2022,7.0,,,00:52:36,,,B,3,1800,953,Corbin Petersen 2022-08-08-XFH-000-01.IGC,42.0,17:03:35,11:10:59,False,1039,20.4,-15.4,Corbin Petersen,12:03:12,23.0,86,16:10:59,2,Downwind,0.006388888888888889,2.0,,45.0,0,0.0
,55.52,4.1992,09.08.2022,41.52,,3.1467,03:08:48,,,B,-38,6732,2331,Corbin Petersen 2022-08-09-XFH-000-03.IGC,42.0,23:00:22,14:51:34,False,2415,5.4,-7.0,Corbin Petersen,15:28:53,268.0,84,19:51:34,3,Rectangle,2.524722222222222,36.52,,313.0,13.194775479073316,14.464957641104634
0.0,60.52,5.0109,10.08.2022,5.0,,,00:48:42,,,B,-31,2434,1694,Corbin Petersen 2022-08-10-XFH-000-02.IGC,42.0,19:55:06,14:06:24,False,1778,38.4,-38.4,Corbin Petersen,,34.0,84,19:06:24,4,Out-and-Back(stopped),0,0.0,,347.0,0,0.0
,80.18,6.435300000000001,11.08.2022,19.66,,1.4244,01:25:28,,,B,-49,3211,1401,Corbin Lonestar 2022-08-11-XFH-000-03.IGC,42.0,20:30:37,14:05:09,False,1484,5.0,-5.2,Corbin Petersen,14:37:19,142.0,83,19:05:09,5,Triangle,0.8883333333333333,14.66,,489.0,13.802302723953945,16.50281425891182
,91.7,7.175300000000001,12.08.2022,11.52,,,00:44:24,,,B,-18,1783,1221,Corbin Petersen 2022-08-12-XFH-000-01.IGC,42.0,17:35:31,11:51:07,False,1311,6.4,-4.4,Corbin Petersen,12:11:32,56.0,90,16:51:07,6,Downwind,0.3997222222222222,6.52,,545.0,0,16.311327310632382
,105.58,7.323600000000001,13.08.2022,13.88,,,00:08:54,,,B,-529,1845,1510,Corbin Petersen 2022-08-13-XFH-000-01.IGC,42.0,17:04:22,11:55:28,False,1593,4.4,-3.8,Corbin Petersen,12:18:36,73.0,83,16:55:28,7,Downwind,23.762777777777778,8.88,,618.0,0,0.37369368526874436
,7.0,0.1575,07.08.2022,7.0,,,00:09:27,F,Air design Susi 3,C,-13,386,339,Lindsey Ripa 2022-08-07-XFH-000-01.IGC,7.0,19:03:15,13:53:48,False,433,4.6,-2.4,Lindsey Ripa,,22.0,94,18:53:48,1,Downwind,0,2.0,,22.0,0,0.0
,50.73,2.9531,08.08.2022,43.73,,2.7956,02:47:44,,Air design Susi 3,C,-4,6990,1647,Lindsey Ripa 2022-08-08-XFH-000-01.IGC,7.0,19:12:21,11:24:37,False,1737,4.6,-5.2,Lindsey Ripa,12:25:34,141.0,90,16:24:37,2,Downwind,1.7797222222222222,38.73,,163.0,15.642438117041063,21.76182300608709
,97.37,5.553100000000001,09.08.2022,46.64,,2.6,02:36:00,,Ozone Delta 4,C,-28,6599,1612,Lindsey Ripa 2022-08-09-XFH-000-01.IGC,7.0,19:17:00,11:41:00,False,1718,5.0,-4.0,Lindsey Ripa,12:01:45,301.0,106,16:41:00,3,Rectangle,2.254166666666667,41.64,,464.0,17.93846153846154,18.4724584103512
0.0,102.37,5.9839,10.08.2022,5.0,,,00:25:51,,Ozone Delta 4,C,-3,1237,1145,Lindsey Ripa 2022-08-10-XFH-000-01.IGC,7.0,17:21:01,11:55:10,False,1236,4.2,-3.6,Lindsey Ripa,,34.0,91,16:55:10,4,Out-and-Back(stopped),0,0.0,,498.0,0,0.0
,118.32000000000001,7.522,11.08.2022,15.95,,1.5381,01:32:17,,Ozone Delta 4,C,-37,3211,1620,Lindsey Ripa 2022-08-11-XFH-000-01.IGC,7.0,18:18:25,11:46:08,False,1704,5.4,-3.8,Lindsey Ripa,12:38:50,116.0,84,16:46:08,5,Triangle,0.6597222222222222,10.95,,614.0,10.369936935179767,16.597894736842104
,125.32000000000001,7.6503000000000005,12.08.2022,7.0,,,00:07:42,,Ozone Delta 4,C,-4,376,330,Lindsey Ripa 2022-08-12-XFH-000-01.IGC,7.0,17:31:13,12:23:31,False,411,3.8,-3.6,Lindsey Ripa,,34.0,81,17:23:31,6,Downwind,0,2.0,,648.0,0,0.0
,139.43,4.9936,08.08.2022,139.43,,4.9936,04:59:37,,Default,C,-153,13500,2212,Bob Blount 2022-08-08-XCM-EDQ-01.igc,19.0,22:38:09,12:38:32,False,2292,6.6,-5.0,Bob Blount,13:09:15,449.0,80,17:38:32,2,Downwind,4.4816666666666665,134.43,,471.0,27.921739826978534,29.99553737448866
-88.0,147.43,6.6986,10.08.2022,8.0,,1.705,01:42:18,,Default,C,-51,5145,2220,Bob Blount 2022-08-10-XCM-EDQ-01.igc,19.0,20:36:38,13:54:20,False,2312,6.2,-4.8,Bob Blount,,55.0,92,18:54:20,4,Out-and-Back(stopped),0,3.0,,571.0,4.6920821114369495,0.0
,234.57,10.2439,12.08.2022,87.14,14:26:58,3.5453,03:32:43,,Default,C,-73,9437,1904,Bob Blount 2022-08-12-BobBlount.igc,19.0,19:59:31,11:26:48,True,1980,6.2,-4.4,Bob Blount,11:48:23,544.0,76,16:26:48,6,Downwind,2.6431,82.14,32.2,1115.0,24.579020111133048,31.07714426241913
,7.0,1.3,08.08.2022,7.0,,1.3,01:18:00,,Triple Seven,B,-10,37127,1478,John Davis Task 2.igc,29.0,20:14:38,13:56:38,False,1561,1452.2,-684.2,John Davis,,23.0,83,18:56:38,2,Downwind,0,2.0,,45.0,5.384615384615384,0.0
,66.22999999999999,3.8682999999999996,09.08.2022,59.23,,2.5683,02:34:06,,777 Knight,B,-17,7865,1830,John Davis 2022-08-09-John-Davis-02.igc,29.0,21:32:09,13:58:03,False,1923,6.2,-5.4,John Davis,14:23:28,383.0,93,18:58:03,3,Rectangle,2.144722222222222,54.23,,428.0,23.061947591792237,25.285325735008417
,82.36999999999999,5.2372,11.08.2022,16.14,,1.3689,01:22:08,,777 Knight,B,-37,3002,1334,John Davis 2022-08-11-John-Davis-01.igc,29.0,18:18:46,11:56:38,False,1419,4.2,-4.0,John Davis,12:32:52,117.0,85,16:56:38,5,Triangle,0.765,11.14,,579.0,11.790488713565637,14.562091503267974
,106.74999999999999,6.253299999999999,12.08.2022,24.38,,1.0161,01:00:58,,777 Knight,B,-58,2783,1470,John Davis 2022-08-12-John-Davis-01.igc,29.0,18:16:57,12:15:59,False,1556,5.8,-4.0,John Davis,12:36:20,119.0,86,17:15:59,6,Downwind,0.6769444444444445,19.38,,698.0,23.993701407341796,28.628641772671315
,72.85,5.3983,09.08.2022,72.85,,5.3983,05:23:54,,not set,B,-13,13126,2268,Robin Hamilton 289B2153.IGC,15.0,00:57:27,14:33:33,False,2351,5.5,-11.4,Robin Hamilton,15:09:15,471.0,83,19:33:33,3,Rectangle,4.803333333333334,67.85,,516.0,13.494989163255099,14.125607217210268
1468.0,88.75999999999999,7.8308,10.08.2022,15.91,,2.4325,02:25:57,,not set,B,-51,7414,2010,Robin Hamilton 28AB2151.IGC,15.0,20:32:38,13:06:41,False,2094,5.6,-5.0,Robin Hamilton,12:00:00,150.0,84,18:06:41,4,Out-and-Back(stopped),3.543888888888889,10.91,,666.0,6.540596094552929,3.0785389559492082
,139.82999999999998,10.936399999999999,11.08.2022,51.07,,3.1056,03:06:20,,not set,B,-32,8342,1871,Robin Hamilton 28BB2151.IGC,15.0,21:12:22,13:06:02,False,1954,5.0,-3.8,Robin Hamilton,13:32:50,370.0,83,18:06:02,5,Triangle,2.658888888888889,46.07,,1036.0,16.444487377640392,17.32678646050982
,226.96999999999997,13.2989,12.08.2022,87.14,16:52:02,2.3625,02:21:45,,not set,B,-80,6962,1849,Robin Hamilton 28CB2152.IGC,15.0,22:03:29,14:41:44,True,1929,5.3,-3.7,Robin Hamilton,14:56:55,813.0,80,19:41:44,6,Downwind,1.9186,82.14,44.4,1849.0,36.884656084656086,42.81246742416345
,237.32999999999998,13.794699999999999,13.08.2022,10.36,,,00:29:45,,not set,B,-42,1387,1166,Robin Hamilton 28DB2151.IGC,15.0,20:07:28,14:37:43,False,1249,5.7,-3.8,Robin Hamilton,14:50:59,55.0,83,19:37:43,7,Downwind,0.2747222222222222,5.359999999999999,,1904.0,0,19.51061678463094
,29.03,1.4383,09.08.2022,29.03,,1.4383,01:26:18,,Ozone Rush 6,B,-61,4266,1760,Todd Peele 2022-08-09-XFH-000-02.IGC,46.0,20:41:09,14:14:51,False,1844,6.6,-5.4,Todd Peele,14:30:14,188.0,84,19:14:51,3,Rectangle,1.1819444444444445,24.03,,233.0,20.183550024334284,20.33090481786134
0.0,34.85,2.7191,10.08.2022,5.82,,1.2808,01:16:51,,Ozone Rush 6,B,-16,3634,1582,Todd Peele 2022-08-10-XFH-000-01.IGC,46.0,18:44:10,12:27:19,False,1669,5.0,-4.0,Todd Peele,12:00:00,40.0,87,17:27:19,4,Out-and-Back(stopped),1.7361111111111112,0.8200000000000003,,273.0,4.544034978138664,0.47232000000000013
,41.85,3.0127,11.08.2022,7.0,,,00:17:37,,Ozone Rush 6,B,4,842,877,Todd Peele 2022-08-11-XFH-000-01.IGC,46.0,18:05:46,12:48:09,False,956,4.2,-3.4,Todd Peele,,51.0,79,17:48:09,5,Triangle,0,2.0,,324.0,0,0.0
